Data Venda;Data Envio;ID Loja;ID Produto;ID Cliente;No. Venda;Custo Unitário;Preço Unitário;Quantidade;Valor Desconto;Valor Venda;Produto;Fabricante;Marca;Classe;Cor
08/07/2009 00:00;12/07/2009 00:00;306;384;19070;200907083CS757;348,58;758;6;0;4548;Adventure Works Laptop15.4W M1548 Red;Adventure Works;Adventure Works;Regular;Red
18/07/2009 00:00;23/07/2009 00:00;306;384;19071;200907183CS760;348,58;758;6;0;4548;Adventure Works Laptop15.4W M1548 Red;Adventure Works;Adventure Works;Regular;Red
12/09/2009 00:00;21/09/2009 00:00;307;384;19135;200909123CS725;348,58;758;6;0;4548;Adventure Works Laptop15.4W M1548 Red;Adventure Works;Adventure Works;Regular;Red
06/10/2009 00:00;17/10/2009 00:00;307;384;19137;200910063CS727;348,58;758;6;0;4548;Adventure Works Laptop15.4W M1548 Red;Adventure Works;Adventure Works;Regular;Red
04/05/2008 00:00;15/05/2008 00:00;199;1178;18837;200805044CS605;330,66;998;6;0;5988;Fabrikam Trendsetter 1/3'' 8.5mm X200 White;Fabrikam, Inc.;Fabrikam;Regular;White
06/05/2008 00:00;18/05/2008 00:00;199;1178;18838;200805064CS606;330,66;998;6;0;5988;Fabrikam Trendsetter 1/3'' 8.5mm X200 White;Fabrikam, Inc.;Fabrikam;Regular;White
26/06/2008 00:00;09/07/2008 00:00;199;1178;18849;200806264CS625;330,66;998;6;0;5988;Fabrikam Trendsetter 1/3'' 8.5mm X200 White;Fabrikam, Inc.;Fabrikam;Regular;White
28/06/2008 00:00;11/07/2008 00:00;199;1178;18849;200806284CS625;330,66;998;6;0;5988;Fabrikam Trendsetter 1/3'' 8.5mm X200 White;Fabrikam, Inc.;Fabrikam;Regular;White
28/06/2008 00:00;02/07/2008 00:00;199;1178;18850;200806284CS627;330,66;998;6;0;5988;Fabrikam Trendsetter 1/3'' 8.5mm X200 White;Fabrikam, Inc.;Fabrikam;Regular;White
10/08/2008 00:00;17/08/2008 00:00;307;1178;19103;200808104CS628;330,66;998;6;0;5988;Fabrikam Trendsetter 1/3'' 8.5mm X200 White;Fabrikam, Inc.;Fabrikam;Regular;White
25/09/2008 00:00;05/10/2008 00:00;307;1178;19106;200809254CS637;330,66;998;6;0;5988;Fabrikam Trendsetter 1/3'' 8.5mm X200 White;Fabrikam, Inc.;Fabrikam;Regular;White
20/10/2008 00:00;31/10/2008 00:00;307;1178;19107;200810204CS646;330,66;998;6;0;5988;Fabrikam Trendsetter 1/3'' 8.5mm X200 White;Fabrikam, Inc.;Fabrikam;Regular;White
22/10/2008 00:00;26/10/2008 00:00;199;1178;18880;200810224CS785;330,66;998;6;0;5988;Fabrikam Trendsetter 1/3'' 8.5mm X200 White;Fabrikam, Inc.;Fabrikam;Regular;White
24/06/2009 00:00;06/07/2009 00:00;199;1178;18958;200906244CS869;330,66;998;6;0;5988;Fabrikam Trendsetter 1/3'' 8.5mm X200 White;Fabrikam, Inc.;Fabrikam;Regular;White
22/09/2009 00:00;01/10/2009 00:00;307;1178;19135;200909224CS725;330,66;998;6;0;5988;Fabrikam Trendsetter 1/3'' 8.5mm X200 White;Fabrikam, Inc.;Fabrikam;Regular;White
15/10/2009 00:00;26/10/2009 00:00;307;1178;19137;200910154CS727;330,66;998;6;0;5988;Fabrikam Trendsetter 1/3'' 8.5mm X200 White;Fabrikam, Inc.;Fabrikam;Regular;White
28/10/2009 00:00;09/11/2009 00:00;307;1178;19138;200910284CS728;330,66;998;6;0;5988;Fabrikam Trendsetter 1/3'' 8.5mm X200 White;Fabrikam, Inc.;Fabrikam;Regular;White
02/05/2008 00:00;07/05/2008 00:00;306;1178;19051;200805024CS567;330,66;998;6;0;5988;Fabrikam Trendsetter 1/3'' 8.5mm X200 White;Fabrikam, Inc.;Fabrikam;Regular;White
04/05/2008 00:00;09/05/2008 00:00;306;1178;19051;200805044CS567;330,66;998;6;0;5988;Fabrikam Trendsetter 1/3'' 8.5mm X200 White;Fabrikam, Inc.;Fabrikam;Regular;White
07/06/2008 00:00;14/06/2008 00:00;306;1178;19053;200806074CS586;330,66;998;6;0;5988;Fabrikam Trendsetter 1/3'' 8.5mm X200 White;Fabrikam, Inc.;Fabrikam;Regular;White
08/06/2008 00:00;15/06/2008 00:00;306;1178;19053;200806084CS586;330,66;998;6;0;5988;Fabrikam Trendsetter 1/3'' 8.5mm X200 White;Fabrikam, Inc.;Fabrikam;Regular;White
12/06/2008 00:00;19/06/2008 00:00;306;1178;19053;200806124CS586;330,66;998;6;0;5988;Fabrikam Trendsetter 1/3'' 8.5mm X200 White;Fabrikam, Inc.;Fabrikam;Regular;White
03/06/2009 00:00;15/06/2009 00:00;306;1178;19068;200906034CS748;330,66;998;6;0;5988;Fabrikam Trendsetter 1/3'' 8.5mm X200 White;Fabrikam, Inc.;Fabrikam;Regular;White
05/06/2009 00:00;17/06/2009 00:00;306;1178;19068;200906054CS748;330,66;998;6;0;5988;Fabrikam Trendsetter 1/3'' 8.5mm X200 White;Fabrikam, Inc.;Fabrikam;Regular;White
13/07/2009 00:00;17/07/2009 00:00;306;1178;19070;200907134CS757;330,66;998;6;0;5988;Fabrikam Trendsetter 1/3'' 8.5mm X200 White;Fabrikam, Inc.;Fabrikam;Regular;White
16/07/2009 00:00;21/07/2009 00:00;306;1178;19071;200907164CS760;330,66;998;6;0;5988;Fabrikam Trendsetter 1/3'' 8.5mm X200 White;Fabrikam, Inc.;Fabrikam;Regular;White
22/07/2009 00:00;27/07/2009 00:00;306;1178;19071;200907224CS760;330,66;998;6;0;5988;Fabrikam Trendsetter 1/3'' 8.5mm X200 White;Fabrikam, Inc.;Fabrikam;Regular;White
11/04/2008 00:00;17/04/2008 00:00;199;1202;18832;200804114CS600;330,66;998;6;0;5988;Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey;Fabrikam, Inc.;Fabrikam;Regular;Grey
12/04/2008 00:00;18/04/2008 00:00;199;1203;18832;200804124CS600;324,69;980;6;0;5880;Fabrikam Trendsetter 2/3'' 17mm X100 Grey;Fabrikam, Inc.;Fabrikam;Regular;Grey
11/05/2008 00:00;16/05/2008 00:00;306;1202;19051;200805114CS567;330,66;998;6;0;5988;Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey;Fabrikam, Inc.;Fabrikam;Regular;Grey
12/05/2008 00:00;17/05/2008 00:00;306;1203;19051;200805124CS567;324,69;980;6;0;5880;Fabrikam Trendsetter 2/3'' 17mm X100 Grey;Fabrikam, Inc.;Fabrikam;Regular;Grey
12/05/2008 00:00;17/05/2008 00:00;306;1202;19051;200805124CS567;330,66;998;6;0;5988;Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey;Fabrikam, Inc.;Fabrikam;Regular;Grey
14/05/2008 00:00;18/05/2008 00:00;199;1203;18840;200805144CS609;324,69;980;6;0;5880;Fabrikam Trendsetter 2/3'' 17mm X100 Grey;Fabrikam, Inc.;Fabrikam;Regular;Grey
16/05/2008 00:00;22/05/2008 00:00;306;1203;19052;200805164CS576;324,69;980;6;0;5880;Fabrikam Trendsetter 2/3'' 17mm X100 Grey;Fabrikam, Inc.;Fabrikam;Regular;Grey
20/05/2008 00:00;26/05/2008 00:00;306;1202;19052;200805204CS576;330,66;998;6;0;5988;Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey;Fabrikam, Inc.;Fabrikam;Regular;Grey
20/05/2008 00:00;25/05/2008 00:00;199;1202;18841;200805204CS610;330,66;998;6;0;5988;Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey;Fabrikam, Inc.;Fabrikam;Regular;Grey
21/05/2008 00:00;27/05/2008 00:00;306;1203;19052;200805214CS576;324,69;980;6;0;5880;Fabrikam Trendsetter 2/3'' 17mm X100 Grey;Fabrikam, Inc.;Fabrikam;Regular;Grey
26/05/2008 00:00;01/06/2008 00:00;306;1202;19052;200805264CS576;330,66;998;6;0;5988;Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey;Fabrikam, Inc.;Fabrikam;Regular;Grey
30/05/2008 00:00;05/06/2008 00:00;306;1203;19052;200805304CS576;324,69;980;6;0;5880;Fabrikam Trendsetter 2/3'' 17mm X100 Grey;Fabrikam, Inc.;Fabrikam;Regular;Grey
31/05/2008 00:00;06/06/2008 00:00;306;1202;19052;200805314CS576;330,66;998;6;0;5988;Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey;Fabrikam, Inc.;Fabrikam;Regular;Grey
01/06/2008 00:00;07/06/2008 00:00;306;1202;19052;200806014CS576;330,66;998;6;0;5988;Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey;Fabrikam, Inc.;Fabrikam;Regular;Grey
07/06/2008 00:00;16/06/2008 00:00;199;1202;18845;200806074CS617;330,66;998;6;0;5988;Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey;Fabrikam, Inc.;Fabrikam;Regular;Grey
12/06/2008 00:00;22/06/2008 00:00;199;1202;18846;200806124CS618;330,66;998;6;0;5988;Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey;Fabrikam, Inc.;Fabrikam;Regular;Grey
15/06/2008 00:00;26/06/2008 00:00;199;1202;18847;200806154CS619;330,66;998;6;0;5988;Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey;Fabrikam, Inc.;Fabrikam;Regular;Grey
25/06/2008 00:00;08/07/2008 00:00;199;1203;18849;200806254CS625;324,69;980;6;0;5880;Fabrikam Trendsetter 2/3'' 17mm X100 Grey;Fabrikam, Inc.;Fabrikam;Regular;Grey
28/06/2008 00:00;05/07/2008 00:00;306;1202;19053;200806284CS586;330,66;998;6;0;5988;Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey;Fabrikam, Inc.;Fabrikam;Regular;Grey
29/06/2008 00:00;06/07/2008 00:00;306;1202;19053;200806294CS586;330,66;998;6;0;5988;Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey;Fabrikam, Inc.;Fabrikam;Regular;Grey
29/06/2008 00:00;06/07/2008 00:00;306;1203;19053;200806294CS586;324,69;980;6;0;5880;Fabrikam Trendsetter 2/3'' 17mm X100 Grey;Fabrikam, Inc.;Fabrikam;Regular;Grey
06/07/2008 00:00;14/07/2008 00:00;306;1202;19054;200807064CS588;330,66;998;6;0;5988;Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey;Fabrikam, Inc.;Fabrikam;Regular;Grey
10/07/2008 00:00;15/07/2008 00:00;307;1203;19101;200807104CS599;324,69;980;6;0;5880;Fabrikam Trendsetter 2/3'' 17mm X100 Grey;Fabrikam, Inc.;Fabrikam;Regular;Grey
21/07/2008 00:00;29/07/2008 00:00;306;1202;19054;200807214CS588;330,66;998;6;0;5988;Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey;Fabrikam, Inc.;Fabrikam;Regular;Grey
21/07/2008 00:00;29/07/2008 00:00;306;1203;19054;200807214CS588;324,69;980;6;0;5880;Fabrikam Trendsetter 2/3'' 17mm X100 Grey;Fabrikam, Inc.;Fabrikam;Regular;Grey
26/07/2008 00:00;04/08/2008 00:00;306;1203;19055;200807264CS608;324,69;980;6;0;5880;Fabrikam Trendsetter 2/3'' 17mm X100 Grey;Fabrikam, Inc.;Fabrikam;Regular;Grey
01/10/2008 00:00;11/10/2008 00:00;307;1202;19106;200810014CS637;330,66;998;6;0;5988;Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey;Fabrikam, Inc.;Fabrikam;Regular;Grey
04/10/2008 00:00;14/10/2008 00:00;199;1203;18876;200810044CS707;324,69;980;6;0;5880;Fabrikam Trendsetter 2/3'' 17mm X100 Grey;Fabrikam, Inc.;Fabrikam;Regular;Grey
05/10/2008 00:00;15/10/2008 00:00;307;1202;19106;200810054CS637;330,66;998;6;0;5988;Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey;Fabrikam, Inc.;Fabrikam;Regular;Grey
10/10/2008 00:00;20/10/2008 00:00;307;1203;19106;200810104CS637;324,69;980;6;0;5880;Fabrikam Trendsetter 2/3'' 17mm X100 Grey;Fabrikam, Inc.;Fabrikam;Regular;Grey
20/10/2008 00:00;31/10/2008 00:00;307;1202;19107;200810204CS646;330,66;998;6;0;5988;Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey;Fabrikam, Inc.;Fabrikam;Regular;Grey
21/10/2008 00:00;01/11/2008 00:00;307;1202;19107;200810214CS646;330,66;998;6;0;5988;Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey;Fabrikam, Inc.;Fabrikam;Regular;Grey
22/10/2008 00:00;26/10/2008 00:00;199;1203;18880;200810224CS785;324,69;980;6;0;5880;Fabrikam Trendsetter 2/3'' 17mm X100 Grey;Fabrikam, Inc.;Fabrikam;Regular;Grey
28/10/2008 00:00;08/11/2008 00:00;307;1202;19107;200810284CS646;330,66;998;6;0;5988;Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey;Fabrikam, Inc.;Fabrikam;Regular;Grey
03/04/2009 00:00;15/04/2009 00:00;199;1202;18928;200904034CS837;330,66;998;6;0;5988;Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey;Fabrikam, Inc.;Fabrikam;Regular;Grey
07/04/2009 00:00;11/04/2009 00:00;199;1203;18930;200904074CS839;324,69;980;6;0;5880;Fabrikam Trendsetter 2/3'' 17mm X100 Grey;Fabrikam, Inc.;Fabrikam;Regular;Grey
12/05/2009 00:00;23/05/2009 00:00;306;1203;19067;200905124CS746;324,69;980;6;0;5880;Fabrikam Trendsetter 2/3'' 17mm X100 Grey;Fabrikam, Inc.;Fabrikam;Regular;Grey
30/05/2009 00:00;11/06/2009 00:00;199;1203;18948;200905304CS858;324,69;980;6;0;5880;Fabrikam Trendsetter 2/3'' 17mm X100 Grey;Fabrikam, Inc.;Fabrikam;Regular;Grey
19/06/2009 00:00;29/06/2009 00:00;199;1202;18956;200906194CS867;330,66;998;6;0;5988;Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey;Fabrikam, Inc.;Fabrikam;Regular;Grey
06/07/2009 00:00;10/07/2009 00:00;306;1203;19070;200907064CS757;324,69;980;6;0;5880;Fabrikam Trendsetter 2/3'' 17mm X100 Grey;Fabrikam, Inc.;Fabrikam;Regular;Grey
14/07/2009 00:00;18/07/2009 00:00;306;1202;19070;200907144CS757;330,66;998;6;0;5988;Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey;Fabrikam, Inc.;Fabrikam;Regular;Grey
17/07/2009 00:00;22/07/2009 00:00;306;1203;19071;200907174CS760;324,69;980;6;0;5880;Fabrikam Trendsetter 2/3'' 17mm X100 Grey;Fabrikam, Inc.;Fabrikam;Regular;Grey
25/07/2009 00:00;30/07/2009 00:00;306;1203;19071;200907254CS760;324,69;980;6;0;5880;Fabrikam Trendsetter 2/3'' 17mm X100 Grey;Fabrikam, Inc.;Fabrikam;Regular;Grey
30/07/2009 00:00;03/08/2009 00:00;307;1202;19130;200907304CS720;330,66;998;6;0;5988;Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey;Fabrikam, Inc.;Fabrikam;Regular;Grey
21/09/2009 00:00;30/09/2009 00:00;307;1203;19135;200909214CS725;324,69;980;6;0;5880;Fabrikam Trendsetter 2/3'' 17mm X100 Grey;Fabrikam, Inc.;Fabrikam;Regular;Grey
27/09/2009 00:00;07/10/2009 00:00;307;1203;19136;200909274CS726;324,69;980;6;0;5880;Fabrikam Trendsetter 2/3'' 17mm X100 Grey;Fabrikam, Inc.;Fabrikam;Regular;Grey
01/05/2008 00:00;12/05/2008 00:00;199;1155;18837;200805014CS605;324,69;980;6;0;5880;Fabrikam Trendsetter 2/3'' 17mm X100 Black;Fabrikam, Inc.;Fabrikam;Regular;Black
02/05/2008 00:00;13/05/2008 00:00;199;1155;18837;200805024CS605;324,69;980;6;0;5880;Fabrikam Trendsetter 2/3'' 17mm X100 Black;Fabrikam, Inc.;Fabrikam;Regular;Black
05/05/2008 00:00;17/05/2008 00:00;199;1155;18838;200805054CS606;324,69;980;6;0;5880;Fabrikam Trendsetter 2/3'' 17mm X100 Black;Fabrikam, Inc.;Fabrikam;Regular;Black
07/05/2008 00:00;19/05/2008 00:00;199;1155;18838;200805074CS606;324,69;980;6;0;5880;Fabrikam Trendsetter 2/3'' 17mm X100 Black;Fabrikam, Inc.;Fabrikam;Regular;Black
15/05/2008 00:00;19/05/2008 00:00;199;1155;18840;200805154CS609;324,69;980;6;0;5880;Fabrikam Trendsetter 2/3'' 17mm X100 Black;Fabrikam, Inc.;Fabrikam;Regular;Black
16/05/2008 00:00;22/05/2008 00:00;306;1226;19052;200805164CS576;330,99;999;6;0;5994;Fabrikam Trendsetter 1/3'' 8.5mm X200 Black;Fabrikam, Inc.;Fabrikam;Regular;Black
18/05/2008 00:00;23/05/2008 00:00;199;1226;18841;200805184CS610;330,99;999;6;0;5994;Fabrikam Trendsetter 1/3'' 8.5mm X200 Black;Fabrikam, Inc.;Fabrikam;Regular;Black
21/05/2008 00:00;26/05/2008 00:00;199;1226;18841;200805214CS610;330,99;999;6;0;5994;Fabrikam Trendsetter 1/3'' 8.5mm X200 Black;Fabrikam, Inc.;Fabrikam;Regular;Black
22/05/2008 00:00;27/05/2008 00:00;199;1155;18841;200805224CS610;324,69;980;6;0;5880;Fabrikam Trendsetter 2/3'' 17mm X100 Black;Fabrikam, Inc.;Fabrikam;Regular;Black
29/05/2008 00:00;04/06/2008 00:00;306;1155;19052;200805294CS576;324,69;980;6;0;5880;Fabrikam Trendsetter 2/3'' 17mm X100 Black;Fabrikam, Inc.;Fabrikam;Regular;Black
04/06/2008 00:00;10/06/2008 00:00;306;1226;19052;200806044CS576;330,99;999;6;0;5994;Fabrikam Trendsetter 1/3'' 8.5mm X200 Black;Fabrikam, Inc.;Fabrikam;Regular;Black
06/06/2008 00:00;13/06/2008 00:00;306;1226;19053;200806064CS586;330,99;999;6;0;5994;Fabrikam Trendsetter 1/3'' 8.5mm X200 Black;Fabrikam, Inc.;Fabrikam;Regular;Black
10/06/2008 00:00;17/06/2008 00:00;306;1226;19053;200806104CS586;330,99;999;6;0;5994;Fabrikam Trendsetter 1/3'' 8.5mm X200 Black;Fabrikam, Inc.;Fabrikam;Regular;Black
16/06/2008 00:00;23/06/2008 00:00;306;1155;19053;200806164CS586;324,69;980;6;0;5880;Fabrikam Trendsetter 2/3'' 17mm X100 Black;Fabrikam, Inc.;Fabrikam;Regular;Black
22/06/2008 00:00;04/07/2008 00:00;199;1226;18848;200806224CS620;330,99;999;6;0;5994;Fabrikam Trendsetter 1/3'' 8.5mm X200 Black;Fabrikam, Inc.;Fabrikam;Regular;Black
29/06/2008 00:00;03/07/2008 00:00;199;1155;18850;200806294CS627;324,69;980;6;0;5880;Fabrikam Trendsetter 2/3'' 17mm X100 Black;Fabrikam, Inc.;Fabrikam;Regular;Black
05/07/2008 00:00;13/07/2008 00:00;306;1155;19054;200807054CS588;324,69;980;6;0;5880;Fabrikam Trendsetter 2/3'' 17mm X100 Black;Fabrikam, Inc.;Fabrikam;Regular;Black
27/07/2008 00:00;05/08/2008 00:00;306;1226;19055;200807274CS608;330,99;999;6;0;5994;Fabrikam Trendsetter 1/3'' 8.5mm X200 Black;Fabrikam, Inc.;Fabrikam;Regular;Black
30/07/2008 00:00;08/08/2008 00:00;306;1155;19055;200807304CS608;324,69;980;6;0;5880;Fabrikam Trendsetter 2/3'' 17mm X100 Black;Fabrikam, Inc.;Fabrikam;Regular;Black
31/07/2008 00:00;07/08/2008 00:00;307;1155;19103;200807314CS628;324,69;980;6;0;5880;Fabrikam Trendsetter 2/3'' 17mm X100 Black;Fabrikam, Inc.;Fabrikam;Regular;Black
11/10/2008 00:00;21/10/2008 00:00;307;1155;19106;200810114CS637;324,69;980;6;0;5880;Fabrikam Trendsetter 2/3'' 17mm X100 Black;Fabrikam, Inc.;Fabrikam;Regular;Black
19/10/2008 00:00;30/10/2008 00:00;307;1155;19107;200810194CS646;324,69;980;6;0;5880;Fabrikam Trendsetter 2/3'' 17mm X100 Black;Fabrikam, Inc.;Fabrikam;Regular;Black
20/10/2008 00:00;24/10/2008 00:00;199;1155;18880;200810204CS785;324,69;980;6;0;5880;Fabrikam Trendsetter 2/3'' 17mm X100 Black;Fabrikam, Inc.;Fabrikam;Regular;Black
25/10/2008 00:00;30/10/2008 00:00;199;1155;18881;200810254CS786;324,69;980;6;0;5880;Fabrikam Trendsetter 2/3'' 17mm X100 Black;Fabrikam, Inc.;Fabrikam;Regular;Black
08/04/2009 00:00;12/04/2009 00:00;199;1155;18930;200904084CS839;324,69;980;6;0;5880;Fabrikam Trendsetter 2/3'' 17mm X100 Black;Fabrikam, Inc.;Fabrikam;Regular;Black
10/04/2009 00:00;15/04/2009 00:00;199;1155;18931;200904104CS840;324,69;980;6;0;5880;Fabrikam Trendsetter 2/3'' 17mm X100 Black;Fabrikam, Inc.;Fabrikam;Regular;Black
02/05/2009 00:00;14/05/2009 00:00;199;1226;18938;200905024CS847;330,99;999;6;0;5994;Fabrikam Trendsetter 1/3'' 8.5mm X200 Black;Fabrikam, Inc.;Fabrikam;Regular;Black
07/05/2009 00:00;18/05/2009 00:00;306;1155;19067;200905074CS746;324,69;980;6;0;5880;Fabrikam Trendsetter 2/3'' 17mm X100 Black;Fabrikam, Inc.;Fabrikam;Regular;Black
07/05/2009 00:00;18/05/2009 00:00;306;1226;19067;200905074CS746;330,99;999;6;0;5994;Fabrikam Trendsetter 1/3'' 8.5mm X200 Black;Fabrikam, Inc.;Fabrikam;Regular;Black
13/05/2009 00:00;24/05/2009 00:00;306;1155;19067;200905134CS746;324,69;980;6;0;5880;Fabrikam Trendsetter 2/3'' 17mm X100 Black;Fabrikam, Inc.;Fabrikam;Regular;Black
14/05/2009 00:00;25/05/2009 00:00;306;1155;19067;200905144CS746;324,69;980;6;0;5880;Fabrikam Trendsetter 2/3'' 17mm X100 Black;Fabrikam, Inc.;Fabrikam;Regular;Black
18/06/2009 00:00;27/06/2009 00:00;199;1155;18955;200906184CS866;324,69;980;6;0;5880;Fabrikam Trendsetter 2/3'' 17mm X100 Black;Fabrikam, Inc.;Fabrikam;Regular;Black
21/06/2009 00:00;02/07/2009 00:00;199;1155;18957;200906214CS868;324,69;980;6;0;5880;Fabrikam Trendsetter 2/3'' 17mm X100 Black;Fabrikam, Inc.;Fabrikam;Regular;Black
22/06/2009 00:00;03/07/2009 00:00;199;1226;18957;200906224CS868;330,99;999;6;0;5994;Fabrikam Trendsetter 1/3'' 8.5mm X200 Black;Fabrikam, Inc.;Fabrikam;Regular;Black
28/06/2009 00:00;11/07/2009 00:00;199;1226;18959;200906284CS870;330,99;999;6;0;5994;Fabrikam Trendsetter 1/3'' 8.5mm X200 Black;Fabrikam, Inc.;Fabrikam;Regular;Black
06/07/2009 00:00;10/07/2009 00:00;306;1226;19070;200907064CS757;330,99;999;6;0;5994;Fabrikam Trendsetter 1/3'' 8.5mm X200 Black;Fabrikam, Inc.;Fabrikam;Regular;Black
16/07/2009 00:00;29/07/2009 00:00;307;1155;19129;200907164CS719;324,69;980;6;0;5880;Fabrikam Trendsetter 2/3'' 17mm X100 Black;Fabrikam, Inc.;Fabrikam;Regular;Black
18/07/2009 00:00;31/07/2009 00:00;307;1155;19129;200907184CS719;324,69;980;6;0;5880;Fabrikam Trendsetter 2/3'' 17mm X100 Black;Fabrikam, Inc.;Fabrikam;Regular;Black
28/07/2009 00:00;02/08/2009 00:00;306;1226;19071;200907284CS760;330,99;999;6;0;5994;Fabrikam Trendsetter 1/3'' 8.5mm X200 Black;Fabrikam, Inc.;Fabrikam;Regular;Black
12/09/2009 00:00;21/09/2009 00:00;307;1226;19135;200909124CS725;330,99;999;6;0;5994;Fabrikam Trendsetter 1/3'' 8.5mm X200 Black;Fabrikam, Inc.;Fabrikam;Regular;Black
24/09/2009 00:00;04/10/2009 00:00;307;1155;19136;200909244CS726;324,69;980;6;0;5880;Fabrikam Trendsetter 2/3'' 17mm X100 Black;Fabrikam, Inc.;Fabrikam;Regular;Black
08/10/2009 00:00;19/10/2009 00:00;307;1155;19137;200910084CS727;324,69;980;6;0;5880;Fabrikam Trendsetter 2/3'' 17mm X100 Black;Fabrikam, Inc.;Fabrikam;Regular;Black
15/10/2009 00:00;23/10/2009 00:00;199;1155;19004;200910154CS919;324,69;980;6;0;5880;Fabrikam Trendsetter 2/3'' 17mm X100 Black;Fabrikam, Inc.;Fabrikam;Regular;Black
14/05/2008 00:00;20/05/2008 00:00;306;366;19052;200805143CS576;348,58;758;6;0;4548;Adventure Works Laptop15.4W M1548 Black;Adventure Works;Adventure Works;Regular;Black
19/06/2008 00:00;30/06/2008 00:00;199;366;18847;200806193CS619;348,58;758;6;0;4548;Adventure Works Laptop15.4W M1548 Black;Adventure Works;Adventure Works;Regular;Black
